Format Version,1.1,Take Name,Take 2016-04-07 08.32.39 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2016-04-07 08.32.39.232 PM,Total Frames,3650,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_10000,Marker_10000,Marker_10000,Marker_10007,Marker_10007,Marker_10007,Marker_10008,Marker_10008,Marker_10008,Marker_10011,Marker_10011,Marker_10011
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702717","8392B20CF49E35702717","8392B20CF49E35702717","8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E35702718","8392B20CF49E3570271B","8392B20CF49E3570271B","8392B20CF49E3570271B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
921,7.675000,-0.807367,2.605892,2.891778,,,,,,,,,
922,7.683333,-0.802365,2.617708,2.888198,,,,,,,,,
923,7.691667,-0.797402,2.628951,2.884642,,,,,,,,,
924,7.700000,-0.792287,2.640030,2.881174,,,,,,,,,
925,7.708333,-0.787776,2.650513,2.876904,,,,,,,,,
926,7.716667,-0.783180,2.660668,2.872878,,,,,,,,,
927,7.725000,-0.778460,2.670448,2.869262,,,,,,,,,
928,7.733333,-0.773900,2.679646,2.865169,,,,,,,,,
929,7.741667,-0.769134,2.688495,2.861522,,,,,,,,,
930,7.750000,-0.764561,2.696595,2.857647,,,,,,,,,
931,7.758333,-0.759984,2.704283,2.853711,,,,,,,,,
932,7.766667,-0.755345,2.711437,2.849886,,,,,,,,,
933,7.775000,-0.750581,2.718107,2.846103,,,,,,,,,
934,7.783333,-0.746209,2.723862,2.842125,,,,,,,,,
935,7.791667,-0.741988,2.729270,2.837942,,,,,,,,,
936,7.800000,-0.737913,2.733791,2.834001,,,,,,,,,
937,7.808333,-0.734462,2.737541,2.829642,,,,,,,,,
938,7.816667,-0.730474,2.740915,2.825380,,,,,,,,,
939,7.825000,-0.726778,2.743654,2.821223,,,,,,,,,
940,7.833333,-0.722728,2.745481,2.817039,,,,,,,,,
941,7.841667,-0.718941,2.746881,2.812389,,,,,,,,,
942,7.850000,-0.715263,2.747161,2.807656,,,,,,,,,
943,7.858333,-0.711309,2.747352,2.803210,,,,,,,,,
944,7.866667,-0.707573,2.746502,2.798396,,,,,,,,,
945,7.875000,-0.703881,2.745095,2.793331,,,,,,,,,
946,7.883333,-0.699960,2.742995,2.788309,,,,,,,,,
947,7.891667,-0.696250,2.740050,2.783111,,,,,,,,,
948,7.900000,-0.692493,2.736589,2.777746,,,,,,,,,
949,7.908333,-0.688668,2.732383,2.772266,,,,,,,,,
950,7.916667,-0.684702,2.727676,2.766995,,,,,,,,,
951,7.925000,-0.681016,2.722117,2.761414,,,,,,,,,
952,7.933333,-0.676927,2.715750,2.755750,,,,,,,,,
953,7.941667,-0.673246,2.708951,2.749789,,,,,,,,,
954,7.950000,-0.669011,2.701161,2.744018,,,,,,,,,
955,7.958333,-0.665176,2.692855,2.737712,,,,,,,,,
956,7.966667,-0.661198,2.684068,2.731686,,,,,,,,,
957,7.975000,-0.657130,2.674673,2.725497,,,,,,,,,
958,7.983333,-0.653212,2.664715,2.719231,,,,,,,,,
959,7.991667,-0.649267,2.654122,2.712865,,,,,,,,,
960,8.000000,-0.645302,2.643073,2.706239,,,,,,,,,
961,8.008333,-0.640998,2.631523,2.699360,,,,,,,,,
962,8.016667,-0.636470,2.619703,2.692839,,,,,,,,,
963,8.025000,-0.631793,2.607453,2.685811,,,,,,,,,
964,8.033333,-0.627011,2.594584,2.678362,,,,,,,,,
965,8.041667,-0.621743,2.581718,2.671171,,,,,,,,,
966,8.050000,-0.616684,2.568707,2.663371,,,,,,,,,
967,8.058333,-0.610666,2.555743,2.656099,,,,,,,,,
968,8.066667,-0.604540,2.542415,2.648381,,,,,,,,,
969,8.075000,-0.598240,2.529276,2.640593,,,,,,,,,
970,8.083333,-0.591500,2.515926,2.632711,,,,,,,,,
971,8.091667,-0.584396,2.502589,2.624520,,,,,,,,,
972,8.100000,-0.577759,2.489211,2.615999,,,,,,,,,
973,8.108333,-0.570372,2.475885,2.607435,,,,,,,,,
974,8.116667,-0.562633,2.462454,2.598799,,,,,,,,,
975,8.125000,-0.554942,2.449239,2.589706,,,,,,,,,
976,8.133333,-0.546731,2.435921,2.580264,,,,,,,,,
977,8.141667,-0.538515,2.422950,2.570711,,,,,,,,,
978,8.150000,-0.529910,2.409900,2.561083,,,,,,,,,
979,8.158333,-0.521261,2.396879,2.551091,,,,,,,,,
980,8.166667,-0.512108,2.383893,2.540819,,,,,,,,,
981,8.175000,-0.502785,2.370619,2.530289,,,,,,,,,
982,8.183333,-0.493394,2.357550,2.519686,,,,,,,,,
983,8.191667,-0.483986,2.344468,2.508641,,,,,,,,,
984,8.200000,-0.474403,2.331562,2.497584,,,,,,,,,
985,8.208333,-0.465230,2.318820,2.485980,,,,,,,,,
986,8.216667,-0.456201,2.306220,2.474558,,,,,,,,,
987,8.225000,-0.446872,2.293679,2.462665,,,,,,,,,
988,8.233333,-0.437606,2.281260,2.450442,,,,,,,,,
989,8.241667,-0.428444,2.268806,2.438120,,,,,,,,,
990,8.250000,-0.419270,2.256396,2.425333,,,,,,,,,
991,8.258333,-0.410057,2.244354,2.412443,,,,,,,,,
992,8.266667,-0.401000,2.232376,2.399452,,,,,,,,,
993,8.275000,-0.391721,2.220670,2.386078,,,,,,,,,
994,8.283333,-0.382170,2.209045,2.372896,,,,,,,,,
995,8.291667,-0.373235,2.197411,2.359249,,,,,,,,,
996,8.300000,-0.364424,2.186180,2.345399,,,,,,,,,
997,8.308333,-0.355344,2.174932,2.331562,,,,,,,,,
998,8.316667,-0.346507,2.163677,2.317472,,,,,,,,,
999,8.325000,-0.338139,2.152800,2.303172,,,,,,,,,
1000,8.333333,-0.329325,2.141792,2.288788,,,,,,,,,
1001,8.341667,-0.320470,2.131459,2.274460,,,,,,,,,
1002,8.350000,-0.311932,2.120501,2.260073,,,,,,,,,
1003,8.358333,-0.303378,2.110393,2.245533,,,,,,,,,
1004,8.366667,-0.294778,2.099774,2.230283,,,,,,,,,
1005,8.375000,-0.286801,2.090677,2.216819,,,,,,,,,
1006,8.383333,-0.278820,2.080437,2.201829,,,,,,,,,
1007,8.391667,-0.270969,2.070771,2.186966,,,,,,,,,
1008,8.400000,-0.262712,2.061487,2.172479,,,,,,,,,
1009,8.408333,-0.255148,2.052053,2.157543,,,,,,,,,
1010,8.416667,-0.247582,2.043120,2.142551,,,,,,,,,
1011,8.425000,-0.239827,2.033703,2.127465,,,,,,,,,
1012,8.433333,-0.232244,2.025020,2.112377,,,,,,,,,
1013,8.441667,-0.224604,2.015932,2.097305,,,,,,,,,
1014,8.450000,-0.217385,2.007126,2.082291,,,,,,,,,
1015,8.458333,-0.210099,1.998401,2.067348,,,,,,,,,
1016,8.466667,-0.203065,1.989650,2.052352,,,,,,,,,
1017,8.475000,-0.196216,1.981015,2.037379,,,,,,,,,
1018,8.483333,-0.189527,1.972588,2.022606,,,,,,,,,
1019,8.491667,-0.183283,1.963911,2.007761,,,,,,,,,
1020,8.500000,-0.176948,1.955731,1.993355,,,,,,,,,
1021,8.508333,-0.171198,1.947007,1.978591,,,,,,,,,
1022,8.516667,-0.165471,1.938676,1.963855,,,,,,,,,
1023,8.525000,-0.160378,1.930262,1.949130,,,,,,,,,
1024,8.533333,-0.155108,1.921965,1.934549,,,,,,,,,
1025,8.541667,-0.150047,1.913619,1.919870,,,,,,,,,
1026,8.550000,-0.145055,1.905210,1.905069,,,,,,,,,
1027,8.558333,-0.140357,1.896964,1.890174,,,,,,,,,
1028,8.566667,-0.135712,1.888629,1.875349,,,,,,,,,
1029,8.575000,-0.131298,1.880468,1.860431,,,,,,,,,
1030,8.583333,-0.127144,1.872279,1.845447,,,,,,,,,
1031,8.591667,-0.122804,1.864120,1.830161,,,,,,,,,
1032,8.600000,-0.118921,1.855924,1.814992,,,,,,,,,
1033,8.608333,-0.115162,1.847935,1.799946,,,,,,,,,
1034,8.616667,-0.111558,1.840103,1.784329,,,,,,,,,
1035,8.625000,-0.108449,1.832209,1.768635,,,,,,,,,
1036,8.633333,-0.105313,1.824539,1.753132,,,,,,,,,
1037,8.641667,-0.102373,1.816929,1.737569,,,,,,,,,
1038,8.650000,-0.099784,1.809424,1.721562,,,,,,,,,
1039,8.658333,-0.097464,1.802263,1.705623,,,,,,,,,
1040,8.666667,-0.094867,1.794905,1.689730,,,,,,,,,
1041,8.675000,-0.093027,1.788118,1.673607,,,,,,,,,
1042,8.683333,-0.090849,1.781061,1.657239,,,,,,,,,
1043,8.691667,-0.089297,1.774585,1.640814,,,,,,,,,
1044,8.700000,-0.087537,1.767890,1.624232,,,,,,,,,
1045,8.708333,-0.086184,1.761841,1.607564,,,,,,,,,
1046,8.716667,-0.084764,1.755577,1.590474,,,,,,,,,
1047,8.725000,-0.083569,1.750013,1.573663,,,,,,,,,
1048,8.733333,-0.082392,1.744160,1.556440,,,,,,,,,
1049,8.741667,-0.081745,1.738967,1.539032,,,,,,,,,
1050,8.750000,-0.080620,1.733799,1.521831,,,,,,,,,
1051,8.758333,-0.079765,1.728923,1.504452,,,,,,,,,
1052,8.766667,-0.079029,1.724095,1.486837,,,,,,,,,
1053,8.775000,-0.078320,1.719709,1.469014,,,,,,,,,
1054,8.783333,-0.077668,1.715421,1.451446,,,,,,,,,
1055,8.791667,-0.076905,1.711484,1.433475,,,,,,,,,
1056,8.800000,-0.076381,1.707879,1.415405,,,,,,,,,
1057,8.808333,-0.075638,1.704367,1.397588,,,,,,,,,
1058,8.816667,-0.075072,1.701131,1.379365,,,,,,,,,
1059,8.825000,-0.074258,1.698299,1.361420,,,,,,,,,
1060,8.833333,-0.073401,1.695615,1.343381,,,,,,,,,
1061,8.841667,-0.073036,1.693566,1.325238,,,,,,,,,
1062,8.850000,-0.072644,1.691831,1.307160,,,,,,,,,
1063,8.858333,-0.072235,1.690294,1.289038,,,,,,,,,
1064,8.866667,-0.071657,1.689102,1.270993,,,,,,,,,
1065,8.875000,-0.071574,1.688349,1.252573,,,,,,,,,
1066,8.883333,-0.070988,1.687643,1.233902,,,,,,,,,
1067,8.891667,-0.070076,1.687411,1.215584,,,,,,,,,
1068,8.900000,-0.069361,1.687506,1.197250,,,,,,,,,
1069,8.908333,-0.069078,1.687884,1.179005,,,,,,,,,
1070,8.916667,-0.068498,1.688279,1.160790,,,,,,,,,
1071,8.925000,-0.067927,1.689095,1.142889,,,,,,,,,
1072,8.933333,-0.067348,1.690194,1.124973,,,,,,,,,
1073,8.941667,-0.066839,1.691742,1.107285,,,,,,,,,
1074,8.950000,-0.066696,1.693683,1.089404,,,,,,,,,
1075,8.958333,-0.066252,1.695977,1.071421,,,,,,,,,
1076,8.966667,-0.065801,1.698451,1.053573,,,,,,,,,
1077,8.975000,-0.065377,1.701084,1.035836,,,,,,,,,
1078,8.983333,-0.064921,1.704221,1.018307,,,,,,,,,
1079,8.991667,-0.064464,1.707462,1.000893,,,,,,,,,
1080,9.000000,-0.064216,1.711115,0.983353,,,,,,,,,
1081,9.008333,-0.064124,1.714741,0.965921,,,,,,,,,
1082,9.016667,-0.063878,1.718939,0.948693,,,,,,,,,
1083,9.025000,-0.063818,1.723184,0.931249,,,,,,,,,
1084,9.033333,-0.063658,1.727812,0.914018,,,,,,,,,
1085,9.041667,-0.063213,1.732574,0.896822,,,,,,,,,
1086,9.050000,-0.063358,1.737836,0.879646,,,,,,,,,
1087,9.058333,-0.063617,1.742929,0.862522,,,,,,,,,
1088,9.066667,-0.063840,1.748720,0.845496,,,,,,,,,
1089,9.075000,-0.064198,1.754697,0.828171,,,,,,,,,
1090,9.083333,-0.064709,1.761083,0.811374,,,,,,,,,
1091,9.091667,-0.064997,1.767599,0.794734,,,,,,,,,
1092,9.100000,-0.065469,1.774242,0.778211,,,,,,,,,
1093,9.108333,-0.066344,1.781520,0.761630,,,,,,,,,
1094,9.116667,-0.067016,1.788988,0.745248,,,,,,,,,
1095,9.125000,-0.067513,1.796685,0.728944,,,,,,,,,
1096,9.133333,-0.068456,1.804981,0.712538,,,,,,,,,
1097,9.141667,-0.069193,1.813265,0.696760,,,,,,,,,
1098,9.150000,-0.070190,1.822206,0.681178,,,,,,,,,
1099,9.158333,-0.071222,1.831192,0.665140,,,,,,,,,
1100,9.166667,-0.071887,1.840597,0.649696,,,,,,,,,
1101,9.175000,-0.073053,1.850205,0.634095,,,,,,,,,
1102,9.183333,-0.073824,1.859877,0.618167,,,,,,,,,
1103,9.191667,-0.074751,1.869750,0.602599,,,,,,,,,
1104,9.200000,-0.075703,1.879879,0.587082,,,,,,,,,
1105,9.208333,-0.076754,1.890505,0.571294,,,,,,,,,
1106,9.216667,-0.077634,1.900863,0.556094,,,,,,,,,
1107,9.225000,-0.078694,1.911638,0.540427,,,,,,,,,
1108,9.233333,-0.079874,1.922847,0.524556,,,,,,,,,
1109,9.241667,-0.080730,1.933715,0.508846,,,,,,,,,
1110,9.250000,-0.081853,1.944605,0.493054,,,,,,,,,
1111,9.258333,-0.082930,1.955969,0.476904,,,,,,,,,
1112,9.266667,-0.084278,1.967323,0.460745,,,,,,,,,
1113,9.275000,-0.085187,1.978851,0.444792,,,,,,,,,
1114,9.283333,-0.086149,1.990077,0.428231,,,,,,,,,
1115,9.291667,-0.087413,2.001571,0.411306,,,,,,,,,
1116,9.300000,-0.088409,2.013322,0.394277,,,,,,,,,
1117,9.308333,-0.089364,2.025268,0.377603,,,,,,,,,
1118,9.316667,-0.090374,2.037145,0.360540,,,,,,,,,
1119,9.325000,-0.091542,2.049290,0.343478,,,,,,,,,
1120,9.333333,-0.092842,2.061323,0.326350,,,,,,,,,
1121,9.341667,-0.094222,2.073500,0.309109,,,,,,,,,
1122,9.350000,-0.095545,2.085880,0.291456,,,,,,,,,
1123,9.358333,-0.096706,2.098306,0.274534,,,,,,,,,
1124,9.366667,-0.098303,2.110607,0.257542,,,,,,,,,
1125,9.375000,-0.099707,2.123091,0.241350,,,,,,,,,
1126,9.383333,-0.101156,2.135465,0.225290,,,,,,,,,
1127,9.391667,-0.102866,2.147910,0.209611,,,,,,,,,
1128,9.400000,-0.104304,2.160629,0.194766,,,,,,,,,
1129,9.408333,-0.105879,2.173146,0.179281,,,,,,,,,
1130,9.416667,-0.107136,2.186022,0.164814,,,,,,,,,
1131,9.425000,-0.108826,2.198930,0.150288,,,,,,,,,
1132,9.433333,-0.110371,2.211931,0.135973,,,,,,,,,
1133,9.441667,-0.111922,2.225536,0.121768,,,,,,,,,
1134,9.450000,-0.113225,2.239151,0.108277,,,,,,,,,
1135,9.458333,-0.114830,2.252935,0.094607,,,,,,,,,
1136,9.466667,-0.116164,2.267105,0.081944,,,,,,,,,
1137,9.475000,-0.117476,2.281596,0.069228,,,,,,,,,
1138,9.483333,-0.118851,2.295994,0.056480,,,,,,,,,
1139,9.491667,-0.120237,2.310438,0.044165,,,,,,,,,
1140,9.500000,-0.121727,2.325066,0.032157,,,,,,,,,
1141,9.508333,-0.123010,2.339643,0.020783,,,,,,,,,
1142,9.516667,-0.124554,2.354205,0.009386,,,,,,,,,
1143,9.525000,-0.125950,2.368662,-0.001556,,,,,,,,,
1144,9.533333,-0.127591,2.383287,-0.012432,,,,,,,,,
1145,9.541667,-0.129096,2.397758,-0.022884,,,,,,,,,
1146,9.550000,-0.130942,2.412364,-0.033574,,,,,,,,,
1147,9.558333,-0.132765,2.426732,-0.044306,,,,,,,,,
1148,9.566667,-0.134722,2.440803,-0.055281,,,,,,,,,
1149,9.575000,-0.137378,2.454887,-0.066838,,,,,,,,,
1150,9.583333,-0.139625,2.468942,-0.078598,,,,,,,,,
1151,9.591667,-0.142070,2.483002,-0.090475,,,,,,,,,
1152,9.600000,-0.144529,2.496678,-0.102289,,,,,,,,,
1153,9.608333,-0.147737,2.510183,-0.114085,,,,,,,,,
1154,9.616667,-0.150810,2.523560,-0.125991,,,,,,,,,
1155,9.625000,-0.154068,2.536646,-0.137998,,,,,,,,,
1156,9.633333,-0.157584,2.549352,-0.149599,,,,,,,,,
1157,9.641667,-0.160587,2.561975,-0.161198,,,,,,,,,
1158,9.650000,-0.164022,2.574030,-0.173158,,,,,,,,,
1159,9.658333,-0.167236,2.585935,-0.185693,,,,,,,,,
1160,9.666667,-0.170244,2.597353,-0.197994,,,,,,,,,
1161,9.675000,-0.173379,2.608450,-0.210455,,,,,,,,,
1162,9.683333,-0.176601,2.618790,-0.223309,,,,,,,,,
1163,9.691667,-0.179965,2.628652,-0.235806,,,,,,,,,
1164,9.700000,-0.183161,2.637996,-0.248491,,,,,,,,,
1165,9.708333,-0.186755,2.646980,-0.260770,,,,,,,,,
1166,9.716667,-0.190367,2.655402,-0.273413,,,,,,,,,
1167,9.725000,-0.193669,2.663274,-0.285904,,,,,,,,,
1168,9.733333,-0.197252,2.670855,-0.298060,,,,,,,,,
1169,9.741667,-0.200335,2.677445,-0.310312,,,,,,,,,
1170,9.750000,-0.203971,2.684031,-0.322566,,,,,,,,,
1171,9.758333,-0.207064,2.690036,-0.334734,,,,,,,,,
1172,9.766667,-0.211024,2.695416,-0.346998,,,,,,,,,
1173,9.775000,-0.214505,2.700246,-0.359488,,,,,,,,,
1174,9.783333,-0.218167,2.704767,-0.371621,,,,,,,,,
1175,9.791667,-0.221771,2.708260,-0.383903,,,,,,,,,
1176,9.800000,-0.225872,2.711357,-0.395861,,,,,,,,,
1177,9.808333,-0.229308,2.713754,-0.407818,,,,,,,,,
1178,9.816667,-0.233330,2.715911,-0.419321,,,,,,,,,
1179,9.825000,-0.236970,2.716853,-0.431192,,,,,,,,,
1180,9.833333,-0.241032,2.717652,-0.442453,,,,,,,,,
1181,9.841667,-0.244183,2.717419,-0.453772,,,,,,,,,
1182,9.850000,-0.248711,2.716830,-0.465320,,,,,,,,,
1183,9.858333,-0.251997,2.715402,-0.476370,,,,,,,,,
1184,9.866667,-0.256599,2.713672,-0.487614,,,,,,,,,
1185,9.875000,-0.260218,2.710796,-0.498624,,,,,,,,,
1186,9.883333,-0.264427,2.707545,-0.509842,,,,,,,,,
1187,9.891667,-0.267971,2.703101,-0.520825,,,,,,,,,
1188,9.900000,-0.272003,2.698174,-0.531575,,,,,,,,,
1189,9.908333,-0.276577,2.692686,-0.542801,,,,,,,,,
1190,9.916667,-0.280533,2.686116,-0.553727,,,,,,,,,
1191,9.925000,-0.284591,2.678873,-0.564660,,,,,,,,,
1192,9.933333,-0.288170,2.670924,-0.575527,,,,,,,,,
1193,9.941667,-0.292853,2.662399,-0.586429,,,,,,,,,
1194,9.950000,-0.296949,2.653062,-0.597296,,,,,,,,,
1195,9.958333,-0.301230,2.642936,-0.608591,,,,,,,,,
1196,9.966667,-0.305567,2.632308,-0.619529,,,,,,,,,
1197,9.975000,-0.310402,2.621034,-0.630703,,,,,,,,,
1198,9.983333,-0.314671,2.609032,-0.642143,,,,,,,,,
1199,9.991667,-0.319265,2.596405,-0.653807,,,,,,,,,
1200,10.000000,-0.324443,2.583355,-0.665414,,,,,,,,,
1201,10.008333,-0.329121,2.569865,-0.677218,,,,,,,,,
1202,10.016667,-0.334075,2.555925,-0.689393,,,,,,,,,
1203,10.025000,-0.339445,2.541799,-0.702018,,,,,,,,,
1204,10.033333,-0.344253,2.527522,-0.715340,,,,,,,,,
1205,10.041667,-0.349483,2.513019,-0.729335,,,,,,,,,
1206,10.050000,-0.355056,2.498256,-0.743663,,,,,,,,,
1207,10.058333,-0.360641,2.483440,-0.758262,,,,,,,,,
1208,10.066667,-0.366664,2.468618,-0.773091,,,,,,,,,
1209,10.075000,-0.372378,2.453573,-0.788559,,,,,,,,,
1210,10.083333,-0.378247,2.438555,-0.804066,,,,,,,,,
1211,10.091667,-0.384852,2.423866,-0.820182,,,,,,,,,
1212,10.100000,-0.390781,2.408958,-0.836644,,,,,,,,,
1213,10.108333,-0.397373,2.394262,-0.853266,,,,,,,,,
1214,10.116667,-0.404040,2.379513,-0.869960,,,,,,,,,
1215,10.125000,-0.410278,2.364463,-0.887091,,,,,,,,,
1216,10.133333,-0.417553,2.349796,-0.904391,,,,,,,,,
1217,10.141667,-0.424347,2.334938,-0.922294,,,,,,,,,
1218,10.150000,-0.431194,2.320460,-0.939887,,,,,,,,,
1219,10.158333,-0.438278,2.306036,-0.957669,,,,,,,,,
1220,10.166667,-0.444947,2.291646,-0.975766,,,,,,,,,
1221,10.175000,-0.451784,2.277757,-0.993398,,,,,,,,,
1222,10.183333,-0.458658,2.264256,-1.010877,,,,,,,,,
1223,10.191667,-0.464302,2.250412,-1.027915,,,,,,,,,
1224,10.200000,-0.471479,2.237517,-1.044619,,,,,,,,,
1225,10.208333,-0.477669,2.224263,-1.061367,,,,,,,,,
1226,10.216667,-0.484183,2.211560,-1.077660,,,,,,,,,
1227,10.225000,-0.489978,2.198655,-1.094060,,,,,,,,,
1228,10.233333,-0.496893,2.186664,-1.110812,,,,,,,,,
1229,10.241667,-0.502921,2.174452,-1.127107,,,,,,,,,
1230,10.250000,-0.509106,2.162612,-1.143235,,,,,,,,,
1231,10.258333,-0.515096,2.151071,-1.159169,,,,,,,,,
1232,10.266667,-0.520396,2.139067,-1.174459,,,,,,,,,
1233,10.275000,-0.526009,2.127733,-1.189765,,,,,,,,,
1234,10.283333,-0.531317,2.116631,-1.204176,,,,,,,,,
1235,10.291667,-0.536591,2.106021,-1.219295,,,,,,,,,
1236,10.300000,-0.541444,2.095134,-1.233808,,,,,,,,,
1237,10.308333,-0.546535,2.084976,-1.248023,,,,,,,,,
1238,10.316667,-0.551205,2.074718,-1.262108,,,,,,,,,
1239,10.325000,-0.556083,2.064938,-1.276750,,,,,,,,,
1240,10.333333,-0.560209,2.055225,-1.290771,,,,,,,,,
1241,10.341667,-0.564629,2.045771,-1.304849,,,,,,,,,
1242,10.350000,-0.569180,2.036480,-1.318815,,,,,,,,,
1243,10.358333,-0.573293,2.027457,-1.332569,,,,,,,,,
1244,10.366667,-0.578100,2.018784,-1.346537,,,,,,,,,
1245,10.375000,-0.582118,2.010006,-1.360165,,,,,,,,,
1246,10.383333,-0.586266,2.001750,-1.373701,,,,,,,,,
1247,10.391667,-0.590310,1.993479,-1.387352,,,,,,,,,
1248,10.400000,-0.594473,1.985538,-1.401253,,,,,,,,,
1249,10.408333,-0.598592,1.977578,-1.414772,,,,,,,,,
1250,10.416667,-0.602308,1.969773,-1.428069,,,,,,,,,
1251,10.425000,-0.606268,1.962127,-1.441289,,,,,,,,,
1252,10.433333,-0.610254,1.954604,-1.454292,,,,,,,,,
1253,10.441667,-0.614621,1.947214,-1.467223,,,,,,,,,
1254,10.450000,-0.618894,1.939873,-1.480414,,,,,,,,,
1255,10.458333,-0.623321,1.932550,-1.493244,,,,,,,,,
1256,10.466667,-0.627515,1.925101,-1.506171,,,,,,,,,
1257,10.475000,-0.631641,1.917960,-1.519054,,,,,,,,,
1258,10.483333,-0.635943,1.910959,-1.531817,,,,,,,,,
1259,10.491667,-0.640523,1.903868,-1.544493,,,,,,,,,
1260,10.500000,-0.644937,1.896968,-1.557092,,,,,,,,,
1261,10.508333,-0.649498,1.890259,-1.569229,,,,,,,,,
1262,10.516667,-0.654105,1.883449,-1.581517,,,,,,,,,
1263,10.525000,-0.658434,1.876459,-1.593954,,,,,,,,,
1264,10.533333,-0.663366,1.869862,-1.606438,,,,,,,,,
1265,10.541667,-0.668798,1.863044,-1.619091,,,,,,,,,
1266,10.550000,-0.673894,1.856411,-1.631517,,,,,,,,,
1267,10.558333,-0.679075,1.849769,-1.643729,,,,,,,,,
1268,10.566667,-0.684249,1.843076,-1.656100,,,,,,,,,
1269,10.575000,-0.689886,1.836286,-1.668410,,,,,,,,,
1270,10.583333,-0.695358,1.829586,-1.680337,,,,,,,,,
1271,10.591667,-0.700721,1.822954,-1.692129,,,,,,,,,
1272,10.600000,-0.705907,1.816139,-1.703330,,,,,,,,,
1273,10.608333,-0.711386,1.809636,-1.715009,,,,,,,,,
1274,10.616667,-0.716862,1.802808,-1.726484,,,,,,,,,
1275,10.625000,-0.722140,1.796319,-1.737879,,,,,,,,,
1276,10.633333,-0.727408,1.789764,-1.748836,,,,,,,,,
1277,10.641667,-0.732304,1.783394,-1.760016,,,,,,,,,
1278,10.650000,-0.737451,1.777288,-1.771251,,,,,,,,,
1279,10.658333,-0.742704,1.771196,-1.782798,,,,,,,,,
1280,10.666667,-0.748258,1.765355,-1.794380,,,,,,,,,
1281,10.675000,-0.753473,1.759553,-1.806014,,,,,,,,,
1282,10.683333,-0.758710,1.753992,-1.817617,,,,,,,,,
1283,10.691667,-0.763902,1.748555,-1.829126,,,,,,,,,
1284,10.700000,-0.769049,1.743410,-1.840213,,,,,,,,,
1285,10.708333,-0.773951,1.738292,-1.851450,,,,,,,,,
1286,10.716667,-0.778809,1.733367,-1.862815,,,,,,,,,
1287,10.725000,-0.783837,1.728630,-1.874090,,,,,,,,,
1288,10.733333,-0.788867,1.724174,-1.885317,,,,,,,,,
1289,10.741667,-0.794351,1.720132,-1.897453,,,,,,,,,
1290,10.750000,-0.799805,1.716363,-1.909230,,,,,,,,,
1291,10.758333,-0.805263,1.712508,-1.921029,,,,,,,,,
1292,10.766667,-0.810628,1.709079,-1.932544,,,,,,,,,
1293,10.775000,-0.816355,1.705805,-1.944611,,,,,,,,,
1294,10.783333,-0.822214,1.702906,-1.956373,,,,,,,,,
1295,10.791667,-0.828490,1.700106,-1.968333,,,,,,,,,
1296,10.800000,-0.834558,1.697269,-1.980149,,,,,,,,,
1297,10.808333,-0.841218,1.694894,-1.992481,,,,,,,,,
1298,10.816667,-0.848014,1.692460,-2.004761,,,,,,,,,
1299,10.825000,-0.854808,1.690405,-2.017149,,,,,,,,,
1300,10.833333,-0.861874,1.688470,-2.029374,,,,,,,,,
1301,10.841667,-0.868942,1.686673,-2.041827,,,,,,,,,
1302,10.850000,-0.876491,1.685193,-2.054674,,,,,,,,,
1303,10.858333,-0.883669,1.683876,-2.066996,,,,,,,,,
1304,10.866667,-0.891020,1.682778,-2.079319,,,,,,,,,
1305,10.875000,-0.898399,1.681524,-2.092115,,,,,,,,,
1306,10.883333,-0.906196,1.680869,-2.104517,,,,,,,,,
1307,10.891667,-0.913692,1.680194,-2.116979,,,,,,,,,
1308,10.900000,-0.921652,1.679744,-2.129789,,,,,,,,,
1309,10.908333,-0.929769,1.679509,-2.142564,,,,,,,,,
1310,10.916667,-0.937780,1.679574,-2.154968,,,,,,,,,
1311,10.925000,-0.946048,1.679878,-2.167876,,,,,,,,,
1312,10.933333,-0.954581,1.680135,-2.180425,,,,,,,,,
1313,10.941667,-0.962506,1.680604,-2.192941,,,,,,,,,
1314,10.950000,-0.971217,1.681608,-2.205469,,,,,,,,,
1315,10.958333,-0.979794,1.682401,-2.218158,,,,,,,,,
1316,10.966667,-0.988018,1.683204,-2.230240,,,,,,,,,
1317,10.975000,-0.997103,1.684639,-2.242927,,,,,,,,,
1318,10.983333,-1.005589,1.686047,-2.255347,,,,,,,,,
1319,10.991667,-1.014731,1.687712,-2.267841,,,,,,,,,
1320,11.000000,-1.023922,1.689626,-2.280234,,,,,,,,,
1321,11.008333,-1.033272,1.691930,-2.292644,,,,,,,,,
1322,11.016667,-1.042703,1.694026,-2.305017,,,,,,,,,
1323,11.025000,-1.052340,1.696727,-2.317460,,,,,,,,,
1324,11.033333,-1.061980,1.699542,-2.329764,,,,,,,,,
1325,11.041667,-1.071556,1.702289,-2.342037,,,,,,,,,
1326,11.050000,-1.081385,1.705690,-2.353985,,,,,,,,,
